Year,County,NYC,Type,Republican,Democratic,Other,Total,Republican Pct,Democratic Pct,Other Pct
1998,ALBANY,Not NYC,Governor,58542,32848,21536,112926,0.518,0.291,0.191
1998,ALLEGANY,Not NYC,Governor,9830,1508,2077,13415,0.733,0.112,0.155
1998,BRONX,NYC,Governor,43955,135765,10412,190132,0.231,0.714,0.055
1998,BROOME,Not NYC,Governor,47041,9828,10946,67815,0.694,0.145,0.161
1998,CATTARAUGUS,Not NYC,Governor,16841,4052,3244,24137,0.698,0.168,0.134
1998,CAYUGA,Not NYC,Governor,18114,3689,3008,24811,0.73,0.149,0.121
1998,CHAUTAUQUA,Not NYC,Governor,28945,7878,4845,41668,0.695,0.189,0.116
1998,CHEMUNG,Not NYC,Governor,20983,3097,3578,27658,0.759,0.112,0.129
1998,CHENANGO,Not NYC,Governor,11303,1778,1800,14881,0.76,0.119,0.121
1998,CLINTON,Not NYC,Governor,18497,3518,2196,24211,0.764,0.145,0.091
1998,COLUMBIA,Not NYC,Governor,14831,4162,3032,22025,0.673,0.189,0.138
1998,CORTLAND,Not NYC,Governor,10094,2663,1887,14644,0.689,0.182,0.129
1998,DELAWARE,Not NYC,Governor,12190,2065,1682,15937,0.765,0.13,0.106
1998,DUTCHESS,Not NYC,Governor,53442,15121,7843,76406,0.699,0.198,0.103
1998,ERIE,Not NYC,Governor,178853,76001,52258,307112,0.582,0.247,0.17
1998,ESSEX,Not NYC,Governor,10930,1654,1191,13775,0.793,0.12,0.086
1998,FRANKLIN,Not NYC,Governor,9497,2057,1602,13156,0.722,0.156,0.122
1998,FULTON,Not NYC,Governor,11975,2168,2297,16440,0.728,0.132,0.14
1998,GENESEE,Not NYC,Governor,12131,2051,4549,18731,0.648,0.109,0.243
1998,GREENE,Not NYC,Governor,12121,2457,1938,16516,0.734,0.149,0.117
1998,HAMILTON,Not NYC,Governor,2313,337,351,3001,0.771,0.112,0.117
1998,HERKIMER,Not NYC,Governor,15736,2191,2455,20382,0.772,0.107,0.12
1998,JEFFERSON,Not NYC,Governor,20008,2613,3670,26291,0.761,0.099,0.14
1998,KINGS,NYC,Governor,122141,241963,25668,389772,0.313,0.621,0.066
1998,LEWIS,Not NYC,Governor,6554,778,1112,8444,0.776,0.092,0.132
1998,LIVINGSTON,Not NYC,Governor,10894,2296,6323,19513,0.558,0.118,0.324
1998,MADISON,Not NYC,Governor,15141,2838,2748,20727,0.73,0.137,0.133
1998,MONROE,Not NYC,Governor,100754,48697,87152,236603,0.426,0.206,0.368
1998,MONTGOMERY,Not NYC,Governor,11756,2652,2426,16834,0.698,0.158,0.144
1998,NASSAU,Not NYC,Governor,274105,119911,29785,423801,0.647,0.283,0.07
1998,NEW YORK,NYC,Governor,96594,232835,33395,362824,0.266,0.642,0.092
1998,NIAGARA,Not NYC,Governor,42613,12712,12079,67404,0.632,0.189,0.179
1998,ONEIDA,Not NYC,Governor,57380,9084,9447,75911,0.756,0.12,0.124
1998,ONONDAGA,Not NYC,Governor,100969,29134,20692,150795,0.67,0.193,0.137
1998,ONTARIO,Not NYC,Governor,17203,3840,11043,32086,0.536,0.12,0.344
1998,ORANGE,Not NYC,Governor,59818,17538,8238,85594,0.699,0.205,0.096
1998,ORLEANS,Not NYC,Governor,7372,1273,2852,11497,0.641,0.111,0.248
1998,OSWEGO,Not NYC,Governor,26122,4404,4547,35073,0.745,0.126,0.13
1998,OTSEGO,Not NYC,Governor,13470,2994,2305,18769,0.718,0.16,0.123
1998,PUTNAM,Not NYC,Governor,21885,4881,2511,29277,0.748,0.167,0.086
1998,QUEENS,NYC,Governor,140716,198693,22492,361901,0.389,0.549,0.062
1998,RENSSELAER,Not NYC,Governor,35514,9820,9706,55040,0.645,0.178,0.176
1998,RICHMOND,NYC,Governor,60688,26404,5952,93044,0.652,0.284,0.064
1998,ROCKLAND,Not NYC,Governor,52998,24439,6816,84253,0.629,0.29,0.081
1998,ST. LAWRENCE,Not NYC,Governor,21357,4411,3727,29495,0.724,0.15,0.126
1998,SARATOGA,Not NYC,Governor,46291,9926,12275,68492,0.676,0.145,0.179
1998,SCHENECTADY,Not NYC,Governor,32030,10694,10282,53006,0.604,0.202,0.194
1998,SCHOHARIE,Not NYC,Governor,7476,1672,1431,10579,0.707,0.158,0.135
1998,SCHUYLER,Not NYC,Governor,4471,765,756,5992,0.746,0.128,0.126
1998,SENECA,Not NYC,Governor,7428,1359,1790,10577,0.702,0.128,0.169
1998,STEUBEN,Not NYC,Governor,21838,2602,4169,28609,0.763,0.091,0.146
1998,SUFFOLK,Not NYC,Governor,224797,97164,46994,368955,0.609,0.263,0.127
1998,SULLIVAN,Not NYC,Governor,13424,5670,2007,21101,0.636,0.269,0.095
1998,TIOGA,Not NYC,Governor,12404,1667,2411,16482,0.753,0.101,0.146
1998,TOMPKINS,Not NYC,Governor,15172,8277,4308,27757,0.547,0.298,0.155
1998,ULSTER,Not NYC,Governor,38958,12795,7320,59073,0.659,0.217,0.124
1998,WARREN,Not NYC,Governor,14436,2789,3030,20255,0.713,0.138,0.15
1998,WASHINGTON,Not NYC,Governor,12982,2308,2287,17577,0.739,0.131,0.13
1998,WAYNE,Not NYC,Governor,16270,2694,8330,27294,0.596,0.099,0.305
1998,WESTCHESTER,Not NYC,Governor,156003,86612,22084,264699,0.589,0.327,0.083
1998,WYOMING,Not NYC,Governor,8840,1360,2517,12717,0.695,0.107,0.198
1998,YATES,Not NYC,Governor,4955,865,1524,7344,0.675,0.118,0.208
2002,ALBANY,Not NYC,Governor,45804,45748,20392,111944,0.409,0.409,0.182
2002,ALLEGANY,Not NYC,Governor,8134,2042,3096,13272,0.613,0.154,0.233
2002,BRONX,NYC,Governor,58600,121050,10324,189974,0.308,0.637,0.054
2002,BROOME,Not NYC,Governor,32399,12956,19199,64554,0.502,0.201,0.297
2002,CATTARAUGUS,Not NYC,Governor,12400,4302,4971,21673,0.572,0.198,0.229
2002,CAYUGA,Not NYC,Governor,14203,5417,5282,24902,0.57,0.218,0.212
2002,CHAUTAUQUA,Not NYC,Governor,22869,8323,6618,37810,0.605,0.22,0.175
2002,CHEMUNG,Not NYC,Governor,16398,4619,4583,25600,0.641,0.18,0.179
2002,CHENANGO,Not NYC,Governor,8676,2529,3074,14279,0.608,0.177,0.215
2002,CLINTON,Not NYC,Governor,17113,3505,2094,22712,0.753,0.154,0.092
2002,COLUMBIA,Not NYC,Governor,11995,6454,4051,22500,0.533,0.287,0.18
2002,CORTLAND,Not NYC,Governor,7851,3522,2832,14205,0.553,0.248,0.199
2002,DELAWARE,Not NYC,Governor,9139,2878,2895,14912,0.613,0.193,0.194
2002,DUTCHESS,Not NYC,Governor,44289,18606,13130,76025,0.583,0.245,0.173
2002,ERIE,Not NYC,Governor,130377,85360,78229,293966,0.444,0.29,0.266
2002,ESSEX,Not NYC,Governor,10550,1794,1563,13907,0.759,0.129,0.112
2002,FRANKLIN,Not NYC,Governor,8628,2009,1306,11943,0.722,0.168,0.109
2002,FULTON,Not NYC,Governor,9012,3055,3668,15735,0.573,0.194,0.233
2002,GENESEE,Not NYC,Governor,9588,2553,5856,17997,0.533,0.142,0.325
2002,GREENE,Not NYC,Governor,9363,3281,3156,15800,0.593,0.208,0.2
2002,HAMILTON,Not NYC,Governor,1740,550,559,2849,0.611,0.193,0.196
2002,HERKIMER,Not NYC,Governor,11834,3178,4617,19629,0.603,0.162,0.235
2002,JEFFERSON,Not NYC,Governor,17616,3897,4847,26360,0.668,0.148,0.184
2002,KINGS,NYC,Governor,141846,230040,26650,398536,0.356,0.577,0.067
2002,LEWIS,Not NYC,Governor,5823,1370,1757,8950,0.651,0.153,0.196
2002,LIVINGSTON,Not NYC,Governor,8757,3651,7578,19986,0.438,0.183,0.379
2002,MADISON,Not NYC,Governor,10393,4206,5084,19683,0.528,0.214,0.258
2002,MONROE,Not NYC,Governor,81110,58334,93755,233199,0.348,0.25,0.402
2002,MONTGOMERY,Not NYC,Governor,9285,3346,3974,16605,0.559,0.202,0.239
2002,NASSAU,Not NYC,Governor,232785,99865,45861,378511,0.615,0.264,0.121
2002,NEW YORK,NYC,Governor,117863,202101,33128,353092,0.334,0.572,0.094
2002,NIAGARA,Not NYC,Governor,32005,12966,20052,65023,0.492,0.199,0.308
2002,ONEIDA,Not NYC,Governor,40186,13719,16133,70038,0.574,0.196,0.23
2002,ONONDAGA,Not NYC,Governor,74694,39110,31501,145305,0.514,0.269,0.217
2002,ONTARIO,Not NYC,Governor,15480,5512,12365,33357,0.464,0.165,0.371
2002,ORANGE,Not NYC,Governor,53950,17866,14575,86391,0.624,0.207,0.169
2002,ORLEANS,Not NYC,Governor,5426,1568,4098,11092,0.489,0.141,0.369
2002,OSWEGO,Not NYC,Governor,17393,6826,7867,32086,0.542,0.213,0.245
2002,OTSEGO,Not NYC,Governor,9846,4109,3668,17623,0.559,0.233,0.208
2002,PUTNAM,Not NYC,Governor,19998,4284,4133,28415,0.704,0.151,0.145
2002,QUEENS,NYC,Governor,155599,160746,29373,345718,0.45,0.465,0.085
2002,RENSSELAER,Not NYC,Governor,27120,15491,11652,54263,0.5,0.285,0.215
2002,RICHMOND,NYC,Governor,59656,18239,9300,87195,0.684,0.209,0.107
2002,ROCKLAND,Not NYC,Governor,53025,22054,9545,84624,0.627,0.261,0.113
2002,ST. LAWRENCE,Not NYC,Governor,19635,6234,4229,30098,0.652,0.207,0.141
2002,SARATOGA,Not NYC,Governor,38797,16881,14653,70331,0.552,0.24,0.208
2002,SCHENECTADY,Not NYC,Governor,24201,14378,11599,50178,0.482,0.287,0.231
2002,SCHOHARIE,Not NYC,Governor,5731,2296,2520,10547,0.543,0.218,0.239
2002,SCHUYLER,Not NYC,Governor,3535,1043,1224,5802,0.609,0.18,0.211
2002,SENECA,Not NYC,Governor,5969,1986,2561,10516,0.568,0.189,0.244
2002,STEUBEN,Not NYC,Governor,17523,3419,6472,27414,0.639,0.125,0.236
2002,SUFFOLK,Not NYC,Governor,209361,82776,62071,354208,0.591,0.234,0.175
2002,SULLIVAN,Not NYC,Governor,11279,4949,3769,19997,0.564,0.247,0.188
2002,TIOGA,Not NYC,Governor,9561,2396,3887,15844,0.603,0.151,0.245
2002,TOMPKINS,Not NYC,Governor,10995,10887,5507,27389,0.401,0.397,0.201
2002,ULSTER,Not NYC,Governor,29801,15567,12080,57448,0.519,0.271,0.21
2002,WARREN,Not NYC,Governor,11964,4831,3740,20535,0.583,0.235,0.182
2002,WASHINGTON,Not NYC,Governor,9491,3767,3541,16799,0.565,0.224,0.211
2002,WAYNE,Not NYC,Governor,12553,4171,10811,27535,0.456,0.151,0.393
2002,WESTCHESTER,Not NYC,Governor,140329,82099,30010,252438,0.556,0.325,0.119
2002,WYOMING,Not NYC,Governor,6931,2034,3690,12655,0.548,0.161,0.292
2002,YATES,Not NYC,Governor,3781,1319,2004,7104,0.532,0.186,0.282
2006,ALBANY,Not NYC,Governor,26848,80210,1854,108912,0.247,0.736,0.017
2006,ALLEGANY,Not NYC,Governor,6575,6568,266,13409,0.49,0.49,0.02
2006,BRONX,NYC,Governor,16118,146941,2459,165518,0.097,0.888,0.015
2006,BROOME,Not NYC,Governor,20944,40683,1059,62686,0.334,0.649,0.017
2006,CATTARAUGUS,Not NYC,Governor,10803,10981,418,22202,0.487,0.495,0.019
2006,CAYUGA,Not NYC,Governor,8900,17449,429,26778,0.332,0.652,0.016
2006,CHAUTAUQUA,Not NYC,Governor,16610,19690,578,36878,0.45,0.534,0.016
2006,CHEMUNG,Not NYC,Governor,9501,16341,370,26212,0.362,0.623,0.014
2006,CHENANGO,Not NYC,Governor,6028,8521,365,14914,0.404,0.571,0.024
2006,CLINTON,Not NYC,Governor,7659,14922,388,22969,0.333,0.65,0.017
2006,COLUMBIA,Not NYC,Governor,9647,14182,382,24211,0.398,0.586,0.016
2006,CORTLAND,Not NYC,Governor,5287,9180,283,14750,0.358,0.622,0.019
2006,DELAWARE,Not NYC,Governor,6173,8041,307,14521,0.425,0.554,0.021
2006,DUTCHESS,Not NYC,Governor,29095,50682,1670,81447,0.357,0.622,0.021
2006,ERIE,Not NYC,Governor,95819,177926,4812,278557,0.344,0.639,0.017
2006,ESSEX,Not NYC,Governor,5161,7366,210,12737,0.405,0.578,0.016
2006,FRANKLIN,Not NYC,Governor,4188,7635,179,12002,0.349,0.636,0.015
2006,FULTON,Not NYC,Governor,5840,8753,203,14796,0.395,0.592,0.014
2006,GENESEE,Not NYC,Governor,8979,9038,286,18303,0.491,0.494,0.016
2006,GREENE,Not NYC,Governor,8206,8458,303,16967,0.484,0.498,0.018
2006,HAMILTON,Not NYC,Governor,1403,1217,51,2671,0.525,0.456,0.019
2006,HERKIMER,Not NYC,Governor,7611,11410,307,19328,0.394,0.59,0.016
2006,JEFFERSON,Not NYC,Governor,8721,15648,355,24724,0.353,0.633,0.014
2006,KINGS,NYC,Governor,40199,287262,7157,334618,0.12,0.858,0.021
2006,LEWIS,Not NYC,Governor,3139,4059,100,7298,0.43,0.556,0.014
2006,LIVINGSTON,Not NYC,Governor,8448,11068,388,19904,0.424,0.556,0.019
2006,MADISON,Not NYC,Governor,7696,13470,359,21525,0.358,0.626,0.017
2006,MONROE,Not NYC,Governor,75014,149683,3391,228088,0.329,0.656,0.015
2006,MONTGOMERY,Not NYC,Governor,4995,8699,218,13912,0.359,0.625,0.016
2006,NASSAU,Not NYC,Governor,122567,234452,4349,361368,0.339,0.649,0.012
2006,NEW YORK,NYC,Governor,34438,313396,9148,356982,0.096,0.878,0.026
2006,NIAGARA,Not NYC,Governor,25060,37477,817,63354,0.396,0.592,0.013
2006,ONEIDA,Not NYC,Governor,25332,44743,962,71037,0.357,0.63,0.014
2006,ONONDAGA,Not NYC,Governor,45280,104649,2665,152594,0.297,0.686,0.017
2006,ONTARIO,Not NYC,Governor,13207,20199,477,33883,0.39,0.596,0.014
2006,ORANGE,Not NYC,Governor,29994,56770,1387,88151,0.34,0.644,0.016
